PaperTitle;Year;Author;Citation;Publication;URL;Related;Open source;;;;;;;
Supply chain technologies; interorganizational network and firm performance: A case study of Alibaba Group and Cainiao;2019;E Falcone;;emerald.com;https://www.emerald.com/insight/content/doi/10.1108/IJPDLM-08-2018-0306/full/html?skipTracking=true&utm_source=TrendMD&utm_medium=cpc&utm_campaign=International_Journal_of_Physical_Distribution_%2526_Logistics_Management_TrendMD_0&WT.mc_id=Emerald_TrendMD_0;FALSE;FALSE;;;;;;
[HTML][HTML] Taxonomy Extraction for Customer Service Knowledge Base Construction;2019;P Mohanty;;books.google.com;https://books.google.com/books?hl=en&lr=&id=zPO7DwAAQBAJ&oi=fnd&pg=PA175&dq=%22Domain+knowledge+Graph%22+&ots=TIbMQQ_fLo&sig=VewSoermwx5iAlB9fJoHgS76Fi8;FALSE;FALSE;;;;;;;
[PDF][PDF] Experimental investigation of effects of representations and contexts on comprehension and generation of line graphs;2011;N Kanzaki;;escholarship.org;https://escholarship.org/content/qt0949g34v/qt0949g34v.pdf;FALSE;FALSE;;;;;;;
[HTML][HTML] A Unification of Heterogeneous Data Sources into a Graph Model in E-commerce;2021;S Tuteja;;Springer;https://link.springer.com/article/10.1007/s41019-021-00174-0;FALSE;FALSE;;;;;;;
Does knowledge structure matter? Key factors influencing formal and informal knowledge sharing in manufacturing;2021;P Wen;;emerald.com;https://www.emerald.com/insight/content/doi/10.1108/JKM-06-2021-0478/full/html?utm_source=rss&utm_medium=feed&utm_campaign=rss_journalLatest;FALSE;FALSE;;;;;;;
Science and technology text mining basic concepts;2003;P Losiewicz;;apps.dtic.mil;https://apps.dtic.mil/sti/citations/ADA415886;FALSE;FALSE;;;;;;;
[PDF][PDF] A NEW METHOD FOR QUERY EXPANSION BASED ON DEEP LEARNING;xx;R Alroobaea;;academia.edu;https://www.academia.edu/download/66589908/IJARET_12_02_038.pdf;FALSE;FALSE;;;;;;;
Adaptive courseware: A literature review;2015;A Grubišić;;jucs.org;http://www.jucs.org/jucs_21_9/adaptive_courseware_a_literature/jucs_21_09_1168_1209_grubisic.pdf;FALSE;FALSE;;;;;;;
[HTML][HTML] Scalable Multivariate Causality Discovery from Large-Scale Global Spatiotemporal Climate Data;2021;P Guo;;search.proquest.com;https://search.proquest.com/openview/d13fbaf9cd13bff2f8a5cef6b1f7b562/1?pq-origsite=gscholar&cbl=18750&diss=y;FALSE;FALSE;;;;;;;
Robust cross-lingual knowledge base question answering via knowledge distillation;2021;S Wang;;emerald.com;https://www.emerald.com/insight/content/doi/10.1108/DTA-12-2020-0312/full/html;FALSE;FALSE;;;;;;;
[HTML][HTML] A maintenance decision-making oriented collaborative cross-organization knowledge sharing blockchain network for complex multi-component systems;2021;F Chang;;Elsevier;https://www.sciencedirect.com/science/article/pii/S0959652620345856;FALSE;FALSE;;;;;;;
[PDF][PDF] An Integrated Machine Learning Approach To Studying Terrorism;2018;A Peng;;cogsci.yale.edu;https://cogsci.yale.edu/sites/default/files/files/Thesis2018Peng.pdf;FALSE;FALSE;;;;;;;
[PDF][PDF] Profiling Users and Knowledge Graphs on the Web;2017;C Nishioka;;macau.uni-kiel.de;https://macau.uni-kiel.de/servlets/MCRFileNodeServlet/dissertation_derivate_00007472/thesis.pdf;FALSE;FALSE;;;;;;;
Applying Petri-Net to Construct Knowledge Graphs for Adaptive Learning Diagnostics and Learning Recommendations;2021;JY Dai;;search.proquest.com;https://search.proquest.com/openview/995ef2133feab4e1c7f69097d829c756/1?pq-origsite=gscholar&cbl=4438509;FALSE;FALSE;;;;;;;
Leveraging cloud computing for the semantic web: review and trends;2020;O Adedugbe;;Springer;https://link.springer.com/article/10.1007/s00500-019-04559-2;FALSE;FALSE;;;;;;;
Predicting Physiological Effects of Chemical Substances Using Natural Language Processing;2021;S Mukherjee;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9569202/;FALSE;FALSE;;;;;;;
Learning and Development of Home Service Robots' Service Cognition Based on a Learning Mechanism;2020;F Lu;;mdpi.com;https://www.mdpi.com/612870;FALSE;FALSE;;;;;;;
A Span-based Model for Joint Entity and Relation Extraction with Relational Graphs;2020;X Wang;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9443931/;FALSE;FALSE;;;;;;;
An Introduction to Artificial Intelligence in Education;xx;S Yu;;Springer;https://link.springer.com/content/pdf/10.1007/978-981-16-2770-5.pdf;FALSE;FALSE;;;;;;;
[PDF][PDF] Link prediction in knowledge graphs using latent feature modelling and neural tensor factorisation;2020;L Magangane;;scholar.sun.ac.za;https://scholar.sun.ac.za/bitstream/handle/10019.1/109328/magangane_link_2020.pdf?sequence=1;FALSE;FALSE;;;;;;;
[HTML][HTML] Simulation Validation for Societal Systems;2006;A Yahja;;search.proquest.com;https://search.proquest.com/openview/a1dfc1f7cd23b35b9119e6ab6a326a82/1?pq-origsite=gscholar&cbl=18750&diss=y;FALSE;FALSE;;;;;;;
Natural Language Processing in-and-for Design Research;2111;L Siddharth;;arxiv.org;https://arxiv.org/abs/2111.13827;FALSE;FALSE;;;;;;;
Information extraction for intestinal cancer electronic medical records;2020;S Wang;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9127959/;FALSE;FALSE;;;;;;;
Intelligent innovative regulatory tools on financial technology: concept; platform framework; and prospects;xx;C Hongfeng;;infocomm-journal.com;http://www.infocomm-journal.com/znkx/EN/10.11959/j.issn.2096-6652.202024;FALSE;FALSE;;;;;
[PDF][PDF] Correction to: Leveraging cloud computing for the semantic web: review and trends;2020;O Adedugbe;;repository.lboro.ac.uk;https://repository.lboro.ac.uk/articles/journal_contribution/Correction_to_Leveraging_cloud_computing_for_the_semantic_web_review_and_trends/14248625/files/26905898.pdf;FALSE;FALSE;;;;;;;
[HTML][HTML] The Science-Policy Interface as a Communication Process: Exploring How Policy Decision-Makers Perceive Science-Driven Policy and Make Evidence …;2015;N Li;;search.proquest.com;https://search.proquest.com/openview/85b15e19100f89f429bfe0ddb156280d/1?pq-origsite=gscholar&cbl=18750;FALSE;FALSE;;;;;;;
[PDF][PDF] From Unimodal to Multimodal Word Embeddings: A Survey;xx;H Liang;;researchgate.net;https://www.researchgate.net/profile/Hongru-Liang/publication/351614160_From_Unimodal_to_Multimodal_Word_Embeddings_A_Survey/links/60b4deee92851cd0d98a750f/From-Unimodal-to-Multimodal-Word-Embeddings-A-Survey.pdf;FALSE;FALSE;;;;;;;
A common model for tracking student learning and knowledge acquisition in different e-Learning platforms;2020;A Grubišić;;je-lks.org;http://www.je-lks.org/ojs/index.php/Je-LKS_EN/article/view/1135235;FALSE;FALSE;;;;;;;
The Three-Iterative Design and Implementation of a Student-Facing Social Learning Analytics Tool;2021;F Ouyang;;igi-global.com;https://www.igi-global.com/article/the-three-iterative-design-and-implementation-of-a-student-facing-social-learning-analytics-tool/286738;FALSE;FALSE;;;;;;;
[PDF][PDF] User accessibility of web data;2013;G Zenz;;repo.uni-hannover.de;https://www.repo.uni-hannover.de/bitstream/handle/123456789/8261/770829732.pdf?sequence=1;FALSE;FALSE;;;;;;;
Dynamic generation method of battlefield entities for parallel simulation;2021;Y Wu;;spiedigitallibrary.org;https://www.spiedigitallibrary.org/conference-proceedings-of-spie/11763/117636E/Dynamic-generation-method-of-battlefield-entities-for-parallel-simulation/10.1117/12.2587342.short;FALSE;FALSE;;;;;;;
[PDF][PDF] Information Visualisation for Site Planning;2001;M De;;core.ac.uk;https://core.ac.uk/download/pdf/37832998.pdf;FALSE;FALSE;;;;;;;
[PDF][PDF] LIFE SCIENCE EDGE;xx;VG Joseph;;academia.edu;https://www.academia.edu/download/31979116/Life_Science_Edge.pdf;FALSE;FALSE;;;;;;;
Word Sense Disambiguation for Wolaita Language Using Machine Learning Approach;2021;T Temesgen;;213.55.101.23;http://213.55.101.23/handle/123456789/1875;FALSE;FALSE;;;;;;;
[HTML][HTML] Path Planning of Unmanned Autonomous Helicopter Based on Human-Computer Hybrid Augmented Intelligence;2021;Z Han;;hindawi.com;https://www.hindawi.com/journals/np/2021/6639664/;FALSE;FALSE;;;;;;;
DWES: A Dynamic Weighted Evaluation System for Scratch based on Computational Thinking;2021;X Chai;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9321708/;FALSE;FALSE;;;;;;;
